timestamp,current_task_id,epoch,candle_img_auc,candle_pixel_auc,candle_routing_acc,capsules_img_auc,capsules_pixel_auc,capsules_routing_acc,cashew_img_auc,cashew_pixel_auc,cashew_routing_acc,chewinggum_img_auc,chewinggum_pixel_auc,chewinggum_routing_acc,fryum_img_auc,fryum_pixel_auc,fryum_routing_acc,macaroni1_img_auc,macaroni1_pixel_auc,macaroni1_routing_acc,macaroni2_img_auc,macaroni2_pixel_auc,macaroni2_routing_acc,pcb1_img_auc,pcb1_pixel_auc,pcb1_routing_acc,pcb2_img_auc,pcb2_pixel_auc,pcb2_routing_acc,pcb3_img_auc,pcb3_pixel_auc,pcb3_routing_acc,pcb4_img_auc,pcb4_pixel_auc,pcb4_routing_acc,pipe_fryum_img_auc,pipe_fryum_pixel_auc,pipe_fryum_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-09 16:17:32,0,119,0.8973,0.8973807063803341,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8973,0.8973807063803341,1.0
2026-01-09 16:31:06,1,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8869,0.9354966755807457,1.0
2026-01-09 16:42:56,2,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9110666666666667,0.9517961010897391,1.0
2026-01-09 16:54:57,3,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.91265,0.9507616819028971,1.0
2026-01-09 17:07:16,4,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9103999999999999,0.9496362170774233,1.0
2026-01-09 17:30:31,5,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8912999999999999,0.9476162121829989,1.0
2026-01-09 17:54:07,6,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,0.6802999999999999,0.9185983141062821,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8611571428571427,0.9434707981720393,1.0
2026-01-09 18:18:05,7,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,0.6802999999999999,0.9185983141062821,1.0,0.9237,0.9842345273153628,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8689749999999999,0.9485662643149548,1.0
2026-01-09 18:42:19,8,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,0.6802999999999999,0.9185983141062821,1.0,0.9237,0.9842345273153628,1.0,0.8887,0.9654800460261379,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.8711666666666666,0.9504455733939751,1.0
2026-01-09 19:06:52,9,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,0.6802999999999999,0.9185983141062821,1.0,0.9237,0.9842345273153628,1.0,0.8887,0.9654800460261379,1.0,0.7947524752475247,0.963834646816451,1.0,-1,-1,-1.0,-1,-1,-1.0,0.8635252475247525,0.9517844807362227,1.0
2026-01-09 19:31:47,10,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,0.6802999999999999,0.9185983141062821,1.0,0.9237,0.9842345273153628,1.0,0.8887,0.9654800460261379,1.0,0.7947524752475247,0.963834646816451,1.0,0.9710891089108911,0.960736805599078,1.0,-1,-1,-1.0,0.8733037803780377,0.9525983284510278,1.0
2026-01-09 19:46:13,11,119,0.8973,0.8973807063803341,1.0,0.8765000000000001,0.9736126447811572,1.0,0.9594,0.9843949521077262,1.0,0.9174,0.947658424342371,1.0,0.9014,0.945134357775528,1.0,0.7958000000000001,0.9375161877108769,1.0,0.6802999999999999,0.9185983141062821,1.0,0.9237,0.9842345273153628,1.0,0.8887,0.9654800460261379,1.0,0.7947524752475247,0.963834646816451,1.0,0.9710891089108911,0.960736805599078,1.0,0.9306,0.9475063393881658,0.9866666666666667,0.8780784653465346,0.9521739960291226,0.9988888888888888
