class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.9648203257931606,False,1.0
cable,1,0.9928785607196402,0.9747398909981505,False,1.0
capsule,2,0.957718388512166,0.9853473292820438,False,1.0
carpet,3,0.9855537720706259,0.9818715440391775,False,1.0
grid,4,0.9866332497911445,0.9753511638292411,False,1.0
hazelnut,5,1.0,0.9847238591375429,False,1.0
leather,6,1.0,0.9818687691134129,True,1.0
Average,,0.9889691387276537,0.97838898317039,,1.0
Task_0_Average,0,1.0,0.9648203257931606,,1.0
Task_1_Average,1,0.9928785607196402,0.9747398909981505,,1.0
Task_2_Average,2,0.957718388512166,0.9853473292820438,,1.0
Task_3_Average,3,0.9855537720706259,0.9818715440391775,,1.0
Task_4_Average,4,0.9866332497911445,0.9753511638292411,,1.0
Task_5_Average,5,1.0,0.9847238591375429,,1.0
Task_6_Average,6,1.0,0.9818687691134129,,1.0
