class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.9648203257931606,False,1.0
cable,1,0.9928785607196402,0.9747398909981505,False,1.0
capsule,2,0.957718388512166,0.9853473292820438,False,1.0
carpet,3,0.9855537720706259,0.9818715440391775,False,1.0
grid,4,0.9866332497911445,0.9753511638292411,False,1.0
hazelnut,5,1.0,0.9847238591375429,False,1.0
leather,6,1.0,0.9818687691134129,False,1.0
metal_nut,7,1.0,0.9844131046010629,False,1.0
pill,8,0.9830878341516639,0.9882098598233017,False,1.0
screw,9,0.8985447837671654,0.9829873192333398,False,1.0
tile,10,1.0,0.9576094098971742,False,1.0
toothbrush,11,0.9111111111111111,0.9811381305965633,False,1.0
transistor,12,1.0,0.966930234509812,False,1.0
wood,13,0.9912280701754386,0.9213985291849728,False,1.0
zipper,14,0.9947478991596639,0.9744360633725003,True,1.0
Average,,0.9801002446305748,0.9737230355607637,,1.0
Task_0_Average,0,1.0,0.9648203257931606,,1.0
Task_1_Average,1,0.9928785607196402,0.9747398909981505,,1.0
Task_2_Average,2,0.957718388512166,0.9853473292820438,,1.0
Task_3_Average,3,0.9855537720706259,0.9818715440391775,,1.0
Task_4_Average,4,0.9866332497911445,0.9753511638292411,,1.0
Task_5_Average,5,1.0,0.9847238591375429,,1.0
Task_6_Average,6,1.0,0.9818687691134129,,1.0
Task_7_Average,7,1.0,0.9844131046010629,,1.0
Task_8_Average,8,0.9830878341516639,0.9882098598233017,,1.0
Task_9_Average,9,0.8985447837671654,0.9829873192333398,,1.0
Task_10_Average,10,1.0,0.9576094098971742,,1.0
Task_11_Average,11,0.9111111111111111,0.9811381305965633,,1.0
Task_12_Average,12,1.0,0.966930234509812,,1.0
Task_13_Average,13,0.9912280701754386,0.9213985291849728,,1.0
Task_14_Average,14,0.9947478991596639,0.9744360633725003,,1.0
