class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.971806684794028,False,1.0
cable,1,0.9508995502248876,0.9711184565974273,False,1.0
capsule,2,0.8994814519345832,0.9861567711868875,False,1.0
carpet,3,0.9923756019261638,0.983322032429956,False,1.0
grid,4,0.9966583124477861,0.9731327237910089,False,1.0
hazelnut,5,0.9978571428571429,0.9812987657043244,False,1.0
leather,6,1.0,0.9854773958286909,False,1.0
metal_nut,7,0.9975562072336266,0.9864897534163529,False,1.0
pill,8,0.9530823786142935,0.9880977991975997,True,1.0
Average,,0.9764345161376092,0.9807667092162529,,1.0
Task_0_Average,0,1.0,0.971806684794028,,1.0
Task_1_Average,1,0.9508995502248876,0.9711184565974273,,1.0
Task_2_Average,2,0.8994814519345832,0.9861567711868875,,1.0
Task_3_Average,3,0.9923756019261638,0.983322032429956,,1.0
Task_4_Average,4,0.9966583124477861,0.9731327237910089,,1.0
Task_5_Average,5,0.9978571428571429,0.9812987657043244,,1.0
Task_6_Average,6,1.0,0.9854773958286909,,1.0
Task_7_Average,7,0.9975562072336266,0.9864897534163529,,1.0
Task_8_Average,8,0.9530823786142935,0.9880977991975997,,1.0
