class_name,task_id,img_auc,pixel_auc,is_current_task,routing_accuracy
bottle,0,1.0,0.9837769859218566,False,1.0
cable,1,0.9838830584707646,0.9740870053629003,False,1.0
capsule,2,0.947746310331073,0.9865534345860275,False,1.0
carpet,3,0.992776886035313,0.989615278353196,False,1.0
grid,4,0.9782790309106099,0.9768570212923233,True,1.0
Average,,0.9805370571495521,0.9821779451032608,,1.0
Task_0_Average,0,1.0,0.9837769859218566,,1.0
Task_1_Average,1,0.9838830584707646,0.9740870053629003,,1.0
Task_2_Average,2,0.947746310331073,0.9865534345860275,,1.0
Task_3_Average,3,0.992776886035313,0.989615278353196,,1.0
Task_4_Average,4,0.9782790309106099,0.9768570212923233,,1.0
