timestamp,current_task_id,epoch,bottle_img_auc,bottle_pixel_auc,bottle_routing_acc,cable_img_auc,cable_pixel_auc,cable_routing_acc,capsule_img_auc,capsule_pixel_auc,capsule_routing_acc,carpet_img_auc,carpet_pixel_auc,carpet_routing_acc,grid_img_auc,grid_pixel_auc,grid_routing_acc,hazelnut_img_auc,hazelnut_pixel_auc,hazelnut_routing_acc,leather_img_auc,leather_pixel_auc,leather_routing_acc,metal_nut_img_auc,metal_nut_pixel_auc,metal_nut_routing_acc,pill_img_auc,pill_pixel_auc,pill_routing_acc,screw_img_auc,screw_pixel_auc,screw_routing_acc,tile_img_auc,tile_pixel_auc,tile_routing_acc,toothbrush_img_auc,toothbrush_pixel_auc,toothbrush_routing_acc,transistor_img_auc,transistor_pixel_auc,transistor_routing_acc,wood_img_auc,wood_pixel_auc,wood_routing_acc,zipper_img_auc,zipper_pixel_auc,zipper_routing_acc,mean_img_auc,mean_pixel_auc,mean_routing_acc
2026-01-07 16:46:26,10,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9790658279008624,0.9807120068253193,1.0
2026-01-07 16:49:07,11,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,0.888888888888889,0.9843311086915862,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9715510829831979,0.9810135986475083,1.0
2026-01-07 16:54:27,12,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,0.888888888888889,0.9843311086915862,1.0,0.9841666666666667,0.9273570493071684,1.0,-1,-1,-1.0,-1,-1,-1.0,0.9725215124973109,0.9768861717751745,1.0
2026-01-07 18:02:49,0,59,1.0,0.9844271269936223,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,1.0,0.9844271269936223,1.0
2026-01-07 18:07:00,1,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9919415292353823,0.9752392970160018,1.0
2026-01-07 18:11:04,2,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9784064389823436,0.9789234447924993,1.0
2026-01-07 18:16:18,3,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9815977666364367,0.981399072890961,1.0
2026-01-07 18:21:19,4,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9785948382047216,0.9800265103565253,1.0
2026-01-07 18:28:38,5,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9818052223134585,0.9813217722159998,1.0
2026-01-07 18:33:45,6,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9844044762686787,0.9829825511130778,1.0
2026-01-07 18:38:25,7,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9863539167350939,0.9814487327237733,1.0
2026-01-07 18:44:03,8,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.986415338243524,0.9822947340633301,1.0
2026-01-07 18:50:52,9,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9769724106909485,0.9817350640186777,1.0
2026-01-07 18:56:19,10,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9790658279008624,0.9807120068253193,1.0
2026-01-07 18:59:07,11,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,0.888888888888889,0.9843311086915862,1.0,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,0.9715510829831979,0.9810135986475083,1.0
2026-01-07 19:04:35,12,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,0.888888888888889,0.9843311086915862,1.0,0.9841666666666667,0.9273570493071684,1.0,-1,-1,-1.0,-1,-1,-1.0,0.9725215124973109,0.9768861717751745,1.0
2026-01-07 19:10:41,13,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,0.888888888888889,0.9843311086915862,1.0,0.9841666666666667,0.9273570493071684,1.0,0.9736842105263158,0.9465060826419991,1.0,-1,-1,-1.0,0.9726045623565255,0.974716165408519,1.0
2026-01-07 19:16:50,14,59,1.0,0.9844271269936223,1.0,0.9838830584707645,0.9660514670383811,1.0,0.9513362584762665,0.9862917403454942,1.0,0.9911717495987159,0.9888259571863462,1.0,0.9665831244778613,0.974536260218783,1.0,0.9978571428571429,0.9877980815133719,1.0,1.0,0.9929472244955458,1.0,1.0,0.970712003998642,1.0,0.9869067103109657,0.989062744779786,1.0,0.89198606271777,0.9766980336168058,1.0,1.0,0.970481434891734,1.0,0.888888888888889,0.9843311086915862,1.0,0.9841666666666667,0.9273570493071684,1.0,0.9736842105263158,0.9465060826419991,1.0,0.9934348739495799,0.9747360453086861,1.0,0.9739932497960625,0.9747174907351969,1.0
